Ticker,Company_code,Company_name,Exchange,OutstandingShares,Margin,Industry_lev3,Industry_lev4,Listed_date,freeFloat,freeFloatRate,statePercentage,foreignerPercentage,maximumForeignPercentage
ROS,FAROS,Công ty Cổ phần Xây dựng FLC FAROS,HNY,567598121,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2016-08-31T17:00:00.000Z,567598121.0,1.0,0.0,0.0188,0.49
FBA,FBA,Công ty Cổ phần Tập đoàn Quốc tế FBA,UPCOM,3414900,Không được ký quỹ,Nhà phân phối,"Phân phối các mặt hàng điện, điện tử",2011-02-17T17:00:00.000Z,2048940.0,0.6,0.0,0.0097,0.49
FCM,FCM,Công ty Cổ phần Khoáng sản FECON,HOSE,45099969,Được ký quỹ,Vật liệu xây dựng,Sản xuất bê tông,2013-05-14T17:00:00.000Z,22549984.0,0.5,0.0,0.0286,0.48999998
FCN,FCN,Công ty Cổ phần FECON,HOSE,157439005,Được ký quỹ,Kỹ thuật xây dựng,"Nhà thầu về nền móng, cấu trúc và bề mặt ngoài",2012-07-23T17:00:00.000Z,94463403.0,0.6,0.0,0.3281,0.5
FDC,FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,HOSE,38623488,Được ký quỹ,Quản lý và Phát triển bất động sản,Cho thuê bất động sản,2010-01-17T17:00:00.000Z,28967616.0,0.75,0.0,0.0002,0.5
FIC,FICO1,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần,UPCOM,127000000,Không được ký quỹ,Vật liệu xây dựng,Sản xuất xi măng,2018-08-01T17:00:00.000Z,25299900.0,0.19921181,0.40078819,0.0,0.49
FID,FID,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,HNX,24715958,Được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2015-05-19T17:00:00.000Z,23480160.0,0.95,0.0,0.0,0.0
FIR,FIRSTREAL,Công ty Cổ phần Địa ốc First Real,HOSE,53538018,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2018-10-17T17:00:00.000Z,31230510.0,0.7,0.0,0.0107,0.49999999
FSO,FISHIPCO,Công ty Cổ phần Cơ khí đóng tàu thủy sản Việt Nam,UPCOM,5624966,Không được ký quỹ,Máy móc,"Đóng tàu, thuyền",2017-02-05T17:00:00.000Z,2249986.0,0.4,0.62368377,0.0,0.48999994
FIT,FIT,Công ty Cổ phần Tập đoàn F.I.T,HOSE,339933034,Được ký quỹ,Dịch vụ tài chính đa dạng,Các dịch vụ tài chính đa dạng khác,2015-08-18T17:00:00.000Z,220956472.0,0.65,0.0,0.0004,0.0
FLC,FLC,Công ty Cổ phần Tập đoàn FLC,HOSE,709997807,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2013-08-05T17:00:00.000Z,494561550.0,0.69656771,0.0,0.0216,0.3
ART,FLCS,Công ty Cổ phần Chứng khoán BOS,HNX,96922509,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2018-09-27T17:00:00.000Z,92076383.0,0.95,0.0,0.0066,1.0
FMC,FMC,Công ty Cổ phần Thực phẩm Sao Ta,HOSE,65388889,Được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2006-12-06T17:00:00.000Z,13077777.0,0.2,0.0253254,0.3137,0.49999999
FOC,FOCC,Công ty Cổ phần Dịch vụ Trực tuyến FPT,UPCOM,18419884,Không được ký quỹ,Phương tiện truyền thông,Xuất bản,2018-12-09T17:00:00.000Z,2762982.0,0.15,0.0,0.0421,0.48999996
FBC,FOMECO,Công ty Cổ phần Cơ khí Phổ Yên,UPCOM,3700000,Không được ký quỹ,Linh kiện ô tô,Phụ tùng và thiết bị ô tô,2017-10-19T17:00:00.000Z,925000.0,0.25,0.51,0.0,0.49
FCS,FOODCOSA,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,UPCOM,29450000,Không được ký quỹ,Sản phẩm thực phẩm,"Tinh bột, rau có chất béo",2017-03-02T17:00:00.000Z,546386.0,0.01855301,0.51785739,0.0,0.49
FRM,FORIMEX,Công ty Cổ phần Lâm nghiệp Sài Gòn,UPCOM,11700000,Không được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2017-11-23T17:00:00.000Z,6435000.0,0.55,0.0,0.0,0.49
DP3,FORIP,Công ty Cổ Phần Dược Phẩm Trung Ương 3,HNX,8600000,Được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2015-07-16T17:00:00.000Z,3870000.0,0.45,0.22074826,0.0091,0.49
FTM,FORTEX,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,UPCOM,50000000,Không được ký quỹ,"Hàng dệt, may và phụ kiện","Sản xuất sợi, vải thành phẩm",2017-02-05T17:00:00.000Z,35000000.0,0.7,0.0,0.0031,0.49
FPT,FPT,Công ty Cổ phần FPT,HOSE,1097026572,Được ký quỹ,Phần mềm,Phần mềm hệ thống và ứng dụng,2006-12-12T17:00:00.000Z,932472586.0,0.85,0.04824148,0.49,0.49
FRT,FPTR,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,HOSE,118472535,Được ký quỹ,Bản lẻ đa kênh,Chuỗi cửa hàng bán hàng tổng hợp,2018-04-25T17:00:00.000Z,65159894.0,0.55,0.0,0.2845,0.49
FTS,FPTS,Công ty Cổ phần Chứng khoán FPT,HOSE,195059685,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2017-01-12T17:00:00.000Z,107282973.0,0.55,0.0,0.25,1.0
FRC,FRC,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,UPCOM,3000000,Không được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2018-07-25T17:00:00.000Z,600000.0,0.2,0.0,0.0,0.49
FT1,FT1,Công ty Cổ phần Phụ tùng máy số 1,UPCOM,7079853,Không được ký quỹ,Máy móc,Sản xuất máy móc cơ khí,2017-09-26T17:00:00.000Z,3539926.0,0.5,0.54999998,0.0042,0.48999986
FOX,FTEL,Công ty Cổ phần Viễn thông FPT,UPCOM,328339538,Không được ký quỹ,Dịch vụ viễn thông đa dạng,Dịch vụ viễn thông tích hợp,2017-01-12T17:00:00.000Z,13690059.0,0.04169482,0.501697,0.0,0.0
FTI,FTI,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,UPCOM,3937790,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2017-10-26T17:00:00.000Z,590668.0,0.15,0.8726098,0.0,0.48999977
FUEMAV30,FUEMAV30,Quỹ ETF MAFM VN30,,,Không được ký quỹ,,,,28100000.0,1.0,0.0,0.8234,1.0
FUESSV30,FUESSV30,Quỹ ETF SSIAM VN30,,,Không được ký quỹ,,,,5400000.0,1.0,0.0,0.3987,1.0
FUEVFVND,FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,,,Không được ký quỹ,,,,841200000.0,1.0,0.0,0.9712,1.0
FUEVN100,FUEVN100,Quỹ ETF VINACAPITAL VN100,,,Không được ký quỹ,,,,17500000.0,1.0,0.0,0.1986,1.0
G20,G20,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,UPCOM,14400000,Không được ký quỹ,"Hàng dệt, may và phụ kiện","Sản xuất sợi, vải thành phẩm",2015-08-31T17:00:00.000Z,7200000.0,0.5,0.0,0.0014,0.49
GAB,GABJSC,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC,HOSE,14903987,Không được ký quỹ,Vật liệu xây dựng,Sản xuất gạch ốp lát và vật liệu lát,2019-07-10T17:00:00.000Z,7289987.0,0.48912999,0.0,0.003,0.29999999
M10,GAR10,Tổng công ty May 10 - Công ty Cổ phần,UPCOM,30239756,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2018-01-09T17:00:00.000Z,21167829.0,0.7,0.33820761,0.0,0.0
GAS,GAS,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,HOSE,1913950000,Được ký quỹ,Tiện ích khí đốt,Phân phối khí đốt thiên nhiên,2012-05-20T17:00:00.000Z,95697500.0,0.05,0.95761953,0.03,0.49
BVB,GDB,Ngân hàng Thương mại Cổ phần Bản Việt,UPCOM,367090000,Không được ký quỹ,Ngân hàng,Ngân hàng,2020-07-08T17:00:00.000Z,330381000.0,0.9,0.0,0.001,0.05
GDT,GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,HOSE,21301282,Được ký quỹ,Hàng gia dụng,Sản xuất tủ bếp và nội thất hộ gia đình,2009-11-16T17:00:00.000Z,10650641.0,0.5,0.0,0.2437,0.49999997
GDW,GDW,Công ty Cổ phần Cấp nước Gia Định,HNX,9500000,Được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2018-12-17T17:00:00.000Z,1425000.0,0.15,0.0,0.056,0.49
GEX,GELEX,Công ty Cổ phần Tập đoàn Gelex,HOSE,851495793,Được ký quỹ,Tập đoàn công nghiệp,Tập đoàn công nghiệp,2018-01-17T17:00:00.000Z,553472265.0,0.65,0.0,0.1195,0.5
GEE,GELEXTBD,Công ty Cổ phần Điện lực Gelex,UPCOM,300000000,Không được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2022-03-07T17:00:00.000Z,45000000.0,0.15,0.0,0.0004,0.5
PGV,GEN3,Tổng Công ty Phát điện 3 - Công ty Cổ phần,HOSE,1123468046,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2018-03-20T17:00:00.000Z,9045052.0,0.00805101,0.99194899,0.0002,0.5
GER,GER,Công ty Cổ phần Thể thao Ngôi sao Geru,UPCOM,2200000,Không được ký quỹ,Sản xuất sản phẩm nhựa và cao su,Các sản phẩm khác từ cao su,2010-05-31T17:00:00.000Z,220000.0,0.1,0.64381818,0.0001,0.49
GGG,GGG,Công ty Cổ phần Ô tô Giải Phóng,UPCOM,29388589,Không được ký quỹ,Linh kiện ô tô,Phụ tùng và thiết bị ô tô,2009-10-11T17:00:00.000Z,10286006.0,0.35,0.0,0.0211,0.48999998
GHC,GHC,Công ty Cổ phần Thủy điện Gia Lai,UPCOM,47662500,Không được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2011-04-25T17:00:00.000Z,19065000.0,0.4,0.23006452,0.0024,0.49
FGL,GIALAICOFFEE,Công ty Cổ phần Cà phê Gia Lai,UPCOM,14676300,Không được ký quỹ,Sản phẩm thực phẩm,Trồng cây có hạt và cây ăn trái,2018-09-13T17:00:00.000Z,2201445.0,0.15,0.0,0.0,0.49
GLW,GIALAIWACO,Công ty Cổ phần Cấp thoát nước Gia Lai,UPCOM,18000000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2018-01-07T17:00:00.000Z,374100.0,0.02078333,0.46782778,0.0,0.49
GIL,GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,HOSE,69999286,Được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất phụ kiện và may mặc khác,2002-01-01T17:00:00.000Z,41999571.0,0.6,0.0,0.0264,0.5
GLC,GLC,Công ty Cổ phần Vàng Lào Cai,UPCOM,10500000,Không được ký quỹ,Kim loại và khai thác,Khai thác quặng kim loại,2019-01-08T17:00:00.000Z,1575000.0,0.15,0.0,0.0,0.49
GEG,GLEC,Công ty Cổ phần Điện Gia Lai,HOSE,321936902,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2019-09-18T17:00:00.000Z,96581070.0,0.3,0.0,0.4638,0.5
GLT,GLT,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,HNX,8131296,Được ký quỹ,Nhà phân phối,"Phân phối các mặt hàng điện, điện tử",2009-11-25T17:00:00.000Z,3252518.0,0.4,0.0,0.0383,0.0
GMA,GMA,Công ty Cổ phần G-Automobile,HNX,19999999,Được ký quỹ,Nhà phân phối,"Phân phối máy móc, thiết bị và vật tư",2020-11-30T17:00:00.000Z,3999999.0,0.2,0.0,0.0,0.49999997
GMC,GMC,Công ty Cổ phần Garmex Sài Gòn,HOSE,32950999,Được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2006-12-21T17:00:00.000Z,13180399.0,0.4,0.0,0.0807,0.48999997
GMD,GMD,Công ty Cổ phần Gemadept,HOSE,301377957,Được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2002-04-21T17:00:00.000Z,271240161.0,0.9,0.0,0.49,0.49
GMX,GMX,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,HNX,9034451,Được ký quỹ,Vật liệu xây dựng,Sản xuất gạch,2011-09-14T17:00:00.000Z,7227560.0,0.8,0.0,0.0661,0.49999994
GIC,GREENDI,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,HNX,12120000,Được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2020-11-05T17:00:00.000Z,4242000.0,0.35,0.0,0.0516,0.49
GSM,GSM,Công ty Cổ phần Thủy điện Hương Sơn,UPCOM,28562000,Không được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2015-04-07T17:00:00.000Z,5712400.0,0.2,0.19746516,0.0001,0.0
GSP,GSP,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,HOSE,55799445,Được ký quỹ,"Dầu, khí đốt và nhiên liệu tiêu hao",Lưu trữ và vận chuyển dầu khí,2012-03-08T17:00:00.000Z,19529805.0,0.35,0.0,0.0071,0.0
C36,GT236,Công ty Cổ phần Quản lý và Xây dựng Công trình Giao thông 236,HNY,1123500,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2017-05-30T17:00:00.000Z,674100.0,0.6,0.0,0.0,0.49
GTA,GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,HOSE,9830000,Được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2007-07-22T17:00:00.000Z,2949000.0,0.3,0.0,0.0057,0.49
DDH,GTDTHP,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,UPCOM,3600000,Không được ký quỹ,Đường biển,Hoạt động hỗ trợ vận tải đường thủy,2016-06-29T17:00:00.000Z,720000.0,0.2,0.65,0.0,0.49
GTH,GTH,Công ty Cổ phần Xây dựng Giao thông Thừa Thiên Huế,UPCOM,2735500,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2009-10-27T17:00:00.000Z,1094200.0,0.4,0.0,0.0198,0.49
GTT,GTT,Công ty Cổ phần Thuận Thảo,UPCOM,43503000,Không được ký quỹ,Đường bộ và đường sắt,Vận tải hành khách đường bộ ,2016-06-06T17:00:00.000Z,28276950.0,0.65,0.0,0.0009,0.49
H11,H11,Công ty Cổ phần Xây dựng HUD101,UPCOM,1060000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng hệ thống tiện ích,2011-04-27T17:00:00.000Z,530000.0,0.5,0.51,0.0024,0.49
PHN,HABACO,Công ty Cổ phần Pin Hà Nội,HNX,7253911,Được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2019-03-12T17:00:00.000Z,3264259.0,0.45,0.01992484,0.49,0.49999993
HC1,HACC1,Công ty Cổ phần Xây dựng số 1 Hà Nội,UPCOM,8000000,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2020-01-05T17:00:00.000Z,2400000.0,0.3,0.50360813,0.0,0.49
HCB,HACHIBA,Công ty Cổ phần Dệt may 29/3,UPCOM,5199274,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2019-12-17T17:00:00.000Z,2859600.0,0.55,0.0,0.0,0.48999995
HC3,HACO3,Công ty Cổ phần Xây dựng số 3 Hải Phòng,UPCOM,20685717,Không được ký quỹ,Quản lý và Phát triển bất động sản,Cho thuê bất động sản,2017-07-10T17:00:00.000Z,9308572.0,0.45,0.0,0.0024,0.48999998
HAD,HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,HNX,4000000,Được ký quỹ,Đồ uống,Sản xuất bia ,2009-10-26T17:00:00.000Z,1800000.0,0.45,0.55,0.0925,0.49
HDP,HADIPHAR,Công ty Cổ phần Dược Hà Tĩnh,UPCOM,9934418,Không được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2017-03-15T17:00:00.000Z,6954092.0,0.7,0.0,0.0015,0.0
HAG,HAG,Công ty Cổ phần Hoàng Anh Gia Lai,HOSE,927399283,Không được ký quỹ,Sản phẩm thực phẩm,Trồng cây có hạt và cây ăn trái,2008-12-21T17:00:00.000Z,607448750.0,0.65500239,0.0,0.0221,0.49
HAH,HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,HOSE,70344667,Được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2015-03-10T17:00:00.000Z,56275733.0,0.8,0.0,0.1211,0.48999999
HAI,HAI,Công ty Cổ phần Nông dược HAI,HOSE,182682799,Không được ký quỹ,Hóa chất,Phân phối hóa chất và nông dược,2010-04-19T17:00:00.000Z,167585399.0,0.9173573,0.0,0.0118,0.49
HPX,HAIPHATGROUP,Công ty Cổ phần Đầu tư Hải Phát,HOSE,304168581,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2018-07-23T17:00:00.000Z,243334864.0,0.8,0.0,0.0048,0.49
HID,HALCOM,Công ty Cổ phần Halcom Vietnam,HOSE,76756321,Không được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2016-07-10T17:00:00.000Z,38378160.0,0.5,0.0,0.0053,0.48999999
HNR,HALICO,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,UPCOM,20000000,Không được ký quỹ,Đồ uống,Vang và rượu mạnh,2018-06-07T17:00:00.000Z,28446.0,0.0014223,0.54290205,0.4557,0.49
HLB,HALOBECO,Công ty Cổ phần Bia và Nước giải khát Hạ Long,UPCOM,3090000,Không được ký quỹ,Đồ uống,Sản xuất bia ,2017-02-07T17:00:00.000Z,463500.0,0.15,0.0,0.3067,0.0
HLT,HALOTEX,Công ty Cổ phần Dệt may Hoàng Thị Loan,UPCOM,5500000,Không được ký quỹ,"Hàng dệt, may và phụ kiện","Sản xuất sợi, vải thành phẩm",2019-12-26T17:00:00.000Z,1100000.0,0.2,0.46174545,0.0,0.49
HAM,HAMACO,Công ty Cổ phần Vật tư Hậu Giang,UPCOM,9638061,Không được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2017-08-20T17:00:00.000Z,9156157.0,0.95,0.0,0.0001,0.48999991
HHV,HAMADECO,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,HOSE,307804450,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2015-12-17T17:00:00.000Z,200072892.0,0.65,0.0,0.0385,0.49
AAS,HAMIS,Công ty Cổ phần Chứng khoán SmartInvest,UPCOM,80000000,Không được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2020-07-22T17:00:00.000Z,80000000.0,1.0,0.0,0.0127,1.0
BBM,HANABECO,Công ty Cổ phần Bia Hà Nội - Nam Định,UPCOM,2000000,Không được ký quỹ,Đồ uống,Sản xuất bia ,2018-01-04T17:00:00.000Z,900000.0,0.45,0.0,0.0021,0.49
HAN,HANCO,Tổng Công ty Xây dựng Hà Nội - CTCP,UPCOM,141048000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2016-10-19T17:00:00.000Z,1648392.0,0.01168674,0.98831326,0.0001,0.49
HD6,HANDI6,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,UPCOM,14400000,Không được ký quỹ,Quản lý và Phát triển bất động sản,Cho thuê bất động sản,2020-11-22T17:00:00.000Z,9360000.0,0.65,0.17085035,0.0,0.0
HNP,HANELP,Công ty Cổ phần Hanel Xốp Nhựa,UPCOM,5000000,Không được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2016-12-19T17:00:00.000Z,2250000.0,0.45,0.0,0.0267,0.49
HSM,HANOSIMEX,Tổng Công ty Cổ phần Dệt May Hà Nội,UPCOM,20500000,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2018-04-18T17:00:00.000Z,5125000.0,0.25,0.57573659,0.0,0.49
HAP,HAP,Công ty Cổ phần Tập Đoàn Hapaco,HOSE,110942302,Được ký quỹ,Giấy và lâm sản,Sản xuất giấy,2000-08-03T17:00:00.000Z,88753841.0,0.8,0.0,0.0277,0.49
HTM,HAPRO,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,UPCOM,219958600,Không được ký quỹ,Bản lẻ đa kênh,Chuỗi cửa hàng bán hàng tổng hợp,2018-05-03T17:00:00.000Z,21995860.0,0.1,0.0,0.0,0.0
HAR,HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,HOSE,95684090,Được ký quỹ,Quản lý và Phát triển bất động sản,Đại lý và môi giới bất động sản,2013-01-16T17:00:00.000Z,62194658.0,0.65,0.0,0.0016,0.49
HAS,HAS,Công ty Cổ phần Hacisco,HOSE,7800000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2002-12-18T17:00:00.000Z,2730000.0,0.35,0.27625,0.1667,0.49
HES,HASECO,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,UPCOM,9297450,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Khu vui chơi giải trí,2016-12-06T17:00:00.000Z,1858930.0,0.2,0.45926571,0.0,0.0
HAT,HAT,Công ty Cổ phần Thương mại Bia Hà Nội,HNX,3123000,Được ký quỹ,Nhà phân phối,"Phân phối bia, rượu, thức uống có cồn",2010-10-28T17:00:00.000Z,1093050.0,0.35,0.6,0.0495,0.49
GH3,HATOS,Công ty Cổ phần Công trình giao thông Hà Nội,UPCOM,11498920,Không được ký quỹ,Nhà phân phối,"Phân phối máy móc, thiết bị và vật tư",2021-08-03T17:00:00.000Z,2874730.0,0.25,0.73852096,0.0,0.0
HAV,HAV,Công ty Cổ phần Rượu Hapro,UPCOM,3297860,Không được ký quỹ,Đồ uống,Vang và rượu mạnh,2017-11-29T17:00:00.000Z,1648930.0,0.5,0.72774466,0.0,1.0
HGW,HAWAS,Công ty Cổ phần Cấp thoát nước - Công trình Đô thị Hậu Giang,UPCOM,24878291,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-01-10T17:00:00.000Z,8707402.0,0.35000001,0.463294,0.0004,0.48999998
HTW,HAWASU,Công ty Cổ phần Cấp nước Hà Tĩnh,UPCOM,20400893,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2016-12-13T17:00:00.000Z,824900.0,0.0404345,0.95765381,0.0,0.48999997
HAX,HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HOSE,56943434,Được ký quỹ,Bán lẻ chuyên dụng,Phân phối xe cơ giới và phụ tùng xe cơ giới,2006-12-25T17:00:00.000Z,39860403.0,0.7,0.0,0.165,0.34849999
